TIP_ECOV,TIP_VEG,OTROS,DESCRIPCIO,HEMEROBIA
PASTIZAL,Pastizal Natural,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE VEGETACIÓN HALÓFILA XERÓFILA,9
PASTIZAL,Pastizal  Halofilo,No aplicable,ACUÍCOLA,NA
PASTIZAL,Pastizal  Halofilo,No aplicable,AGRICULTURA DE HUMEDAD ANUAL,13
PASTIZAL,Pastizal  Halofilo,No aplicable,AGRICULTURA DE HUMEDAD ANUAL Y PERMANENTE,13
PASTIZAL,Pastizal  Halofilo,No aplicable,AGRICULTURA DE HUMEDAD ANUAL Y SEMIPERMANENTE,13
PASTIZAL,Pastizal  Halofilo,No aplicable,AGRICULTURA DE HUMEDAD PERMANENTE,13
PASTIZAL,Pastizal  Halofilo,No aplicable,AGRICULTURA DE HUMEDAD SEMIPERMANENTE,13
PASTIZAL,Pastizal  Halofilo,No aplicable,AGRICULTURA DE HUMEDAD SEMIPERMANENTE Y PERMANENTE,13
PASTIZAL,Pastizal  Halofilo,No aplicable,AGRICULTURA DE RIEGO ANUAL,12
PASTIZAL,Pastizal  Halofilo,No aplicable,AGRICULTURA DE RIEGO ANUAL Y PERMANENTE,12
PASTIZAL,Pastizal  Halofilo,No aplicable,AGRICULTURA DE RIEGO ANUAL Y SEMIPERMANENTE,12
PASTIZAL,Pastizal  Halofilo,No aplicable,AGRICULTURA DE RIEGO PERMANENTE,12
PASTIZAL,Pastizal  Halofilo,No aplicable,AGRICULTURA DE RIEGO SEMIPERMANENTE,12
PASTIZAL,Pastizal  Halofilo,No aplicable,AGRICULTURA DE RIEGO SEMIPERMANENTE Y PERMANENTE,12
PASTIZAL,Pastizal  Halofilo,No aplicable,AGRICULTURA DE TEMPORAL ANUAL,11
PASTIZAL,Pastizal  Halofilo,No aplicable,AGRICULTURA DE TEMPORAL ANUAL Y PERMANENTE,11
PASTIZAL,Pastizal  Halofilo,No aplicable,AGRICULTURA DE TEMPORAL ANUAL Y SEMIPERMANENTE,11
PASTIZAL,Pastizal  Halofilo,No aplicable,AGRICULTURA DE TEMPORAL PERMANENTE,11
PASTIZAL,Pastizal  Halofilo,No aplicable,AGRICULTURA DE TEMPORAL SEMIPERMANENTE,11
PASTIZAL,Pastizal  Halofilo,No aplicable,AGRICULTURA DE TEMPORAL SEMIPERMANENTE Y PERMANENTE,11
PASTIZAL,Pastizal  Halofilo,No aplicable,ASENTAMIENTOS HUMANOS,15
PASTIZAL,Pastizal  Halofilo,No aplicable,BOSQUE CULTIVADO,6
PASTIZAL,Pastizal  Halofilo,No aplicable,BOSQUE DE AYARÍN,2
PASTIZAL,Pastizal  Halofilo,No aplicable,BOSQUE DE CEDRO,2
PASTIZAL,Pastizal  Halofilo,No aplicable,BOSQUE DE ENCINO,2
PASTIZAL,Pastizal  Halofilo,No aplicable,BOSQUE DE ENCINO-PINO,2
PASTIZAL,Pastizal  Halofilo,No aplicable,BOSQUE DE GALERÍA,2
PASTIZAL,Pastizal  Halofilo,No aplicable,BOSQUE DE MEZQUITE,2
PASTIZAL,Pastizal  Halofilo,No aplicable,BOSQUE DE OYAMEL,2
PASTIZAL,Pastizal  Halofilo,No aplicable,BOSQUE DE PINO,2
PASTIZAL,Pastizal  Halofilo,No aplicable,BOSQUE DE PINO-ENCINO,2
PASTIZAL,Pastizal  Halofilo,No aplicable,BOSQUE DE TÁSCATE,2
PASTIZAL,Pastizal  Halofilo,No aplicable,BOSQUE INDUCIDO,6
PASTIZAL,Pastizal  Halofilo,No aplicable,BOSQUE MESÓFILO DE MONTAÑA,2
PASTIZAL,Pastizal  Halofilo,No aplicable,CHAPARRAL,2
PASTIZAL,Pastizal  Halofilo,No aplicable,CUERPO DE AGUA,NA
PASTIZAL,Pastizal  Halofilo,No aplicable,DESPROVISTO DE VEGETACIÓN,14
PASTIZAL,Pastizal  Halofilo,No aplicable,MANGLAR,2
PASTIZAL,Pastizal  Halofilo,No aplicable,MATORRAL CRASICAULE,2
PASTIZAL,Pastizal  Halofilo,No aplicable,MATORRAL DESÉRTICO MICRÓFILO,2
PASTIZAL,Pastizal  Halofilo,No aplicable,MATORRAL DESÉRTICO ROSETÓFILO,2
PASTIZAL,Pastizal  Halofilo,No aplicable,MATORRAL ESPINOSO TAMAULIPECO,2
PASTIZAL,Pastizal  Halofilo,No aplicable,MATORRAL ROSETÓFILO COSTERO,2
PASTIZAL,Pastizal  Halofilo,No aplicable,MATORRAL SARCO-CRASICAULE,2
PASTIZAL,Pastizal  Halofilo,No aplicable,MATORRAL SARCO-CRASICAULE DE NEBLINA,2
PASTIZAL,Pastizal  Halofilo,No aplicable,MATORRAL SARCOCAULE,2
PASTIZAL,Pastizal  Halofilo,No aplicable,MATORRAL SUBMONTANO,2
PASTIZAL,Pastizal  Halofilo,No aplicable,MATORRAL SUBTROPICAL,2
PASTIZAL,Pastizal  Halofilo,No aplicable,MEZQUITAL TROPICAL,2
PASTIZAL,Pastizal  Halofilo,No aplicable,MEZQUITAL XERÓFILO,2
PASTIZAL,Pastizal  Halofilo,No aplicable,PALMAR INDUCIDO,10
PASTIZAL,Pastizal  Halofilo,No aplicable,PALMAR NATURAL,2
PASTIZAL,Pastizal  Halofilo,No aplicable,PASTIZAL CULTIVADO,10
PASTIZAL,Pastizal  Halofilo,No aplicable,PASTIZAL GIPSÓFILO,1
PASTIZAL,Pastizal  Halofilo,No aplicable,PASTIZAL HALÓFILO,0
PASTIZAL,Pastizal  Halofilo,No aplicable,PASTIZAL INDUCIDO,10
PASTIZAL,Pastizal  Halofilo,No aplicable,PASTIZAL NATURAL,1
PASTIZAL,Pastizal  Halofilo,No aplicable,POPAL,3
PASTIZAL,Pastizal  Halofilo,No aplicable,PRADERA DE ALTA MONTAÑA,1
PASTIZAL,Pastizal  Halofilo,No aplicable,SABANA,1
PASTIZAL,Pastizal  Halofilo,No aplicable,SABANOIDE,8
PASTIZAL,Pastizal  Halofilo,No aplicable,SELVA ALTA PERENNIFOLIA,2
PASTIZAL,Pastizal  Halofilo,No aplicable,SELVA ALTA SUBPERENNIFOLIA,2
PASTIZAL,Pastizal  Halofilo,No aplicable,SELVA BAJA CADUCIFOLIA,2
PASTIZAL,Pastizal  Halofilo,No aplicable,SELVA BAJA ESPINOSA CADUCIFOLIA,2
PASTIZAL,Pastizal  Halofilo,No aplicable,SELVA BAJA ESPINOSA SUBPERENNIFOLIA,2
PASTIZAL,Pastizal  Halofilo,No aplicable,SELVA BAJA PERENNIFOLIA,2
PASTIZAL,Pastizal  Halofilo,No aplicable,SELVA BAJA SUBCADUCIFOLIA,2
PASTIZAL,Pastizal  Halofilo,No aplicable,SELVA BAJA SUBPERENNIFOLIA,2
PASTIZAL,Pastizal  Halofilo,No aplicable,SELVA DE GALERÍA,2
PASTIZAL,Pastizal  Halofilo,No aplicable,SELVA MEDIANA CADUCIFOLIA,2
PASTIZAL,Pastizal  Halofilo,No aplicable,SELVA MEDIANA SUBCADUCIFOLIA,2
PASTIZAL,Pastizal  Halofilo,No aplicable,SELVA MEDIANA SUBPERENNIFOLIA,2
PASTIZAL,Pastizal  Halofilo,No aplicable,SIN VEGETACIÓN APARENTE,4
PASTIZAL,Pastizal  Halofilo,No aplicable,TULAR,3
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACION SECUNDARIA ARBUSTIVA DE BOSQUE DE OYAMEL,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN DE DESIERTOS ARENOSOS,2
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN DE DUNAS COSTERAS,2
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN DE GALERÍA,2
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN DE PETÉN,2
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN GIPSÓFILA,3
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN HALÓFILA HIDRÓFILA,2
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN HALÓFILA XERÓFILA,2
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE AYARÍN,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE CEDRO,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE ENCINO,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE ENCINO-PINO,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE GALERÍA,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE MEZQUITE,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE PINO,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE PINO-ENCINO,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE TÁSCATE,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE MESÓFILO DE MONTAÑA,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE CHAPARRAL,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE MANGLAR,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE MATORRAL CRASICAULE,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE MATORRAL DESÉRTICO MICRÓFILO,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE MATORRAL DESÉRTICO ROSETÓFILO,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE MATORRAL ESPINOSO TAMAULIPECO,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE MATORRAL ROSETÓFILO COSTERO,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE MATORRAL SARCO-CRASICAULE,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE MATORRAL SARCO-CRASICAULE DE NEBLI,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE MATORRAL SARCOCAULE,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE MATORRAL SUBMONTANO,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE MATORRAL SUBTROPICAL,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE MEZQUITAL TROPICAL,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE MEZQUITAL XERÓFILO,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE PALMAR NATURAL,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE PASTIZAL GIPSÓFILO,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE PASTIZAL HALÓFILO,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE PASTIZAL NATURAL,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA ALTA PERENNIFOLIA,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA ALTA SUBPERENNIFOLIA,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA BAJA CADUCIFOLIA,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA BAJA ESPINOSA CADUCIFOLIA,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA BAJA ESPINOSA SUBPERENNIFOLI,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA BAJA PERENNIFOLIA,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA BAJA SUBCADUCIFOLIA,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA BAJA SUBPERENNIFOLIA,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA DE GALERÍA,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA MEDIANA CADUCIFOLIA,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA MEDIANA PERENNIFOLIA,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA MEDIANA SUBCADUCIFOLIA,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA MEDIANA SUBPERENNIFOLIA,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE VEGETACIÓN DE DESIERTOS ARENOSOS,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE VEGETACIÓN DE DUNAS COSTERAS,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE VEGETACIÓN DE GALERÍA,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE VEGETACIÓN HALÓFILA HIDRÓFILA,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBUSTIVA DE VEGETACIÓN HALÓFILA XERÓFILA,7
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE BOSQUE DE AYARÍN,5
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE BOSQUE DE CEDRO,5
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE BOSQUE DE ENCINO,5
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE BOSQUE DE ENCINO-PINO,5
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE BOSQUE DE GALERÍA,5
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE BOSQUE DE MEZQUITE,5
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE BOSQUE DE OYAMEL,5
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE BOSQUE DE PINO,5
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE BOSQUE DE PINO-ENCINO,5
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE BOSQUE DE TÁSCATE,5
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE BOSQUE MESÓFILO DE MONTAÑA,5
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE MANGLAR,5
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE MEZQUITAL TROPICAL,5
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE PALMAR NATURAL,5
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA ALTA PERENNIFOLIA,5
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA ALTA SUBPERENNIFOLIA,5
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA BAJA CADUCIFOLIA,5
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA BAJA ESPINOSA CADUCIFOLIA,5
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA BAJA ESPINOSA SUBPERENNIFOLIA,5
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA BAJA PERENNIFOLIA,5
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA BAJA SUBCADUCIFOLIA,5
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA BAJA SUBPERENNIFOLIA,5
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA DE GALERÍA,5
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA MEDIANA CADUCIFOLIA,5
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA MEDIANA SUBCADUCIFOLIA,5
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA MEDIANA SUBPERENNIFOLIA,5
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA ARBÓREA DE VEGETACIÓN DE PETÉN,5
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE BOSQUE DE ENCINO,9
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE BOSQUE DE ENCINO-PINO,9
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE BOSQUE DE OYAMEL,9
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE BOSQUE DE PINO,9
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE BOSQUE DE PINO-ENCINO,9
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE BOSQUE DE TÁSCATE,9
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE BOSQUE MESÓFILO DE MONTAÑA,9
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE MANGLAR,9
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE MATORRAL CRASICAULE,9
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE MATORRAL DE CONIFERAS,9
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE MATORRAL DESÉRTICO MICRÓFILO,9
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE MATORRAL DESÉRTICO ROSETÓFILO,9
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE MATORRAL ESPINOSO TAMAULIPECO,9
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE MATORRAL ROSETÓFILO COSTERO,9
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE MATORRAL SARCO-CRASICAULE,9
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE MATORRAL SARCO-CRASICAULE DE NEBLI,9
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE PALMAR NATURAL,9
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE PASTIZAL NATURAL,9
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE SELVA ALTA PERENNIFOLIA,9
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE SELVA ALTA SUBPERENNIFOLIA,9
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE SELVA BAJA CADUCIFOLIA,9
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE SELVA BAJA ESPINOSA CADUCIFOLIA,9
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE SELVA BAJA ESPINOSA SUBPERENNIFOLI,9
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE SELVA MEDIANA CADUCIFOLIA,9
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE SELVA MEDIANA SUBCADUCIFOLIA,9
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE SELVA MEDIANA SUBPERENNIFOLIA,9
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE VEGETACIÓN DE DUNAS COSTERAS,9
PASTIZAL,Pastizal  Halofilo,No aplicable,VEGETACIÓN SECUNDARIA HERBÁCEA DE VEGETACIÓN HALÓFILA XERÓFILA,9
PASTIZAL,Pastizal  Gipsofilo,No aplicable,ACUÍCOLA,NA
PASTIZAL,Pastizal  Gipsofilo,No aplicable,AGRICULTURA DE HUMEDAD ANUAL,13
PASTIZAL,Pastizal  Gipsofilo,No aplicable,AGRICULTURA DE HUMEDAD ANUAL Y PERMANENTE,13
PASTIZAL,Pastizal  Gipsofilo,No aplicable,AGRICULTURA DE HUMEDAD ANUAL Y SEMIPERMANENTE,13
PASTIZAL,Pastizal  Gipsofilo,No aplicable,AGRICULTURA DE HUMEDAD PERMANENTE,13
PASTIZAL,Pastizal  Gipsofilo,No aplicable,AGRICULTURA DE HUMEDAD SEMIPERMANENTE,13
PASTIZAL,Pastizal  Gipsofilo,No aplicable,AGRICULTURA DE HUMEDAD SEMIPERMANENTE Y PERMANENTE,13
PASTIZAL,Pastizal  Gipsofilo,No aplicable,AGRICULTURA DE RIEGO ANUAL,12
PASTIZAL,Pastizal  Gipsofilo,No aplicable,AGRICULTURA DE RIEGO ANUAL Y PERMANENTE,12
PASTIZAL,Pastizal  Gipsofilo,No aplicable,AGRICULTURA DE RIEGO ANUAL Y SEMIPERMANENTE,12
PASTIZAL,Pastizal  Gipsofilo,No aplicable,AGRICULTURA DE RIEGO PERMANENTE,12
PASTIZAL,Pastizal  Gipsofilo,No aplicable,AGRICULTURA DE RIEGO SEMIPERMANENTE,12
PASTIZAL,Pastizal  Gipsofilo,No aplicable,AGRICULTURA DE RIEGO SEMIPERMANENTE Y PERMANENTE,12
PASTIZAL,Pastizal  Gipsofilo,No aplicable,AGRICULTURA DE TEMPORAL ANUAL,11
PASTIZAL,Pastizal  Gipsofilo,No aplicable,AGRICULTURA DE TEMPORAL ANUAL Y PERMANENTE,11
PASTIZAL,Pastizal  Gipsofilo,No aplicable,AGRICULTURA DE TEMPORAL ANUAL Y SEMIPERMANENTE,11
PASTIZAL,Pastizal  Gipsofilo,No aplicable,AGRICULTURA DE TEMPORAL PERMANENTE,11
PASTIZAL,Pastizal  Gipsofilo,No aplicable,AGRICULTURA DE TEMPORAL SEMIPERMANENTE,11
PASTIZAL,Pastizal  Gipsofilo,No aplicable,AGRICULTURA DE TEMPORAL SEMIPERMANENTE Y PERMANENTE,11
PASTIZAL,Pastizal  Gipsofilo,No aplicable,ASENTAMIENTOS HUMANOS,15
PASTIZAL,Pastizal  Gipsofilo,No aplicable,BOSQUE CULTIVADO,6
PASTIZAL,Pastizal  Gipsofilo,No aplicable,BOSQUE DE AYARÍN,2
PASTIZAL,Pastizal  Gipsofilo,No aplicable,BOSQUE DE CEDRO,2
PASTIZAL,Pastizal  Gipsofilo,No aplicable,BOSQUE DE ENCINO,2
PASTIZAL,Pastizal  Gipsofilo,No aplicable,BOSQUE DE ENCINO-PINO,2
PASTIZAL,Pastizal  Gipsofilo,No aplicable,BOSQUE DE GALERÍA,2
PASTIZAL,Pastizal  Gipsofilo,No aplicable,BOSQUE DE MEZQUITE,2
PASTIZAL,Pastizal  Gipsofilo,No aplicable,BOSQUE DE OYAMEL,2
PASTIZAL,Pastizal  Gipsofilo,No aplicable,BOSQUE DE PINO,2
PASTIZAL,Pastizal  Gipsofilo,No aplicable,BOSQUE DE PINO-ENCINO,2
PASTIZAL,Pastizal  Gipsofilo,No aplicable,BOSQUE DE TÁSCATE,2
PASTIZAL,Pastizal  Gipsofilo,No aplicable,BOSQUE INDUCIDO,6
PASTIZAL,Pastizal  Gipsofilo,No aplicable,BOSQUE MESÓFILO DE MONTAÑA,2
PASTIZAL,Pastizal  Gipsofilo,No aplicable,CHAPARRAL,2
PASTIZAL,Pastizal  Gipsofilo,No aplicable,CUERPO DE AGUA,NA
PASTIZAL,Pastizal  Gipsofilo,No aplicable,DESPROVISTO DE VEGETACIÓN,14
PASTIZAL,Pastizal  Gipsofilo,No aplicable,MANGLAR,2
PASTIZAL,Pastizal  Gipsofilo,No aplicable,MATORRAL CRASICAULE,2
PASTIZAL,Pastizal  Gipsofilo,No aplicable,MATORRAL DESÉRTICO MICRÓFILO,2
PASTIZAL,Pastizal  Gipsofilo,No aplicable,MATORRAL DESÉRTICO ROSETÓFILO,2
PASTIZAL,Pastizal  Gipsofilo,No aplicable,MATORRAL ESPINOSO TAMAULIPECO,2
PASTIZAL,Pastizal  Gipsofilo,No aplicable,MATORRAL ROSETÓFILO COSTERO,2
PASTIZAL,Pastizal  Gipsofilo,No aplicable,MATORRAL SARCO-CRASICAULE,2
PASTIZAL,Pastizal  Gipsofilo,No aplicable,MATORRAL SARCO-CRASICAULE DE NEBLINA,2
PASTIZAL,Pastizal  Gipsofilo,No aplicable,MATORRAL SARCOCAULE,2
PASTIZAL,Pastizal  Gipsofilo,No aplicable,MATORRAL SUBMONTANO,2
PASTIZAL,Pastizal  Gipsofilo,No aplicable,MATORRAL SUBTROPICAL,2
